title,year,certificate,duration,genre,rating,description,stars,votes
Trailer Park Boys: Out of the Park,(20162017),TV-MA,30 min,"Adventure, Comedy, Crime",7.0,"Ricky, Julian, and Bubbles go to Europe for a paid vacation and realize when they get there they have to complete tasks in different countries to earn money to party.","['John Paul Tremblay, ', 'Robb Wells, ', 'Mike Smith, ', 'Tom Mayhue']","2,379"
Good Morning Call,(20162017),TV-14,48 min,"Comedy, Romance",7.5,"Nao rents her dream apartment, but things are not what they seem when she finds out she will be sharing it with high school heart throb Uehara.","['Haruka Fukuhara, ', ""Shun'ya Shiraishi"," """""
World of Winx,(20162017),TV-Y7,30 min,"Animation, Action, Comedy",6.7,The Winx travel all over the world searching for talent for WOW. and preventing the mysterious talent thief from kidnapping them.,"['Rebecca Soler, ', 'Alysha Deslorieux, ', 'Haven Paschall, ', 'Eileen Stevens']",737
Thus Spoke Kishibe Rohan,(20192021),TV-MA,97 min,"Animation, Action, Adventure",7.5,A popular manga creator becomes enmeshed in paranormal events while conducting research.,"['Landon McDonald, ', 'Zach Aguilar, ', 'Jalen K. Cassell, ', 'Faye Mata']","1,314"
Trolls: The Beat Goes On!,(20182019),TV-G,25 min,"Animation, Short, Adventure",5.8,"The party keeps on going for Poppy, Branch and the others from DreamWorks Animation's hit Trolls (2016).","['Amanda Leighton, ', 'Sean T. Krishnan, ', 'Kevin Michael Richardson, ', 'Skylar Astin']",817
Puffin Rock,(20152016),TV-Y,7 min,"Animation, Family",8.6,"Puffin Rock follows the adventures of Oona, her little brother Baba, and their family and friends on a gorgeous and wild Irish island.","['Kate McCafferty, ', ""Chris O'Dowd"," """""
Dragons: Rescue Riders,(20192020),TV-Y,24 min,"Animation, Short, Action",6.0,Twins Dak and Leyla share a unique ability to communicate with dragons. The brother and sister lead a team of five young dragons that spend their days rescuing other dragons and helping the people in their adopted town of Huttsgalor.,"['Noah Kaye Bentley, ', 'Brennley Brown, ', 'Zach Callison, ', 'Nicolas Cantu']",330
Neo Yokio,(20172018),TV-MA,23 min,"Animation, Action, Adventure",5.9,"Mourning the death of a recent relationship, an elegant and fashionable demon hunter struggles to stay afloat in the elite society of Neo Yokio.","['Jude Law, ', 'Jaden Smith, ', 'Susan Sarandon, ', 'The Kid Mero']","3,416"
Ultimate Beastmaster,(20172018),TV-Y7,55 min,"Game-Show, Reality-TV",7.2,"Eighteen competitors from six countries compete against each other in an intense obstacle course for cash prizes, individual glory and national pride.","['Luis Ernesto Franco, ', 'Anderson Silva, ', 'Tiki Barber, ', 'Rafinha Bastos']","2,459"
Bill Nye Saves the World,(20172018),TV-14,30 min,"Comedy, Talk-Show",3.8,Scientist Bill Nye explores various problems and misconceptions from a scientific point of view.,"['Bill Nye, ', 'Karlie Kloss, ', 'Joanna Hausmann, ', 'Ginger Gonzaga']","7,365"
Pac-Man and the Ghostly Adventures,(20132016),TV-Y7,30 min,"Animation, Action, Adventure",4.5,Pac-Man saves Pac World from ghosts with his friends Cyli and Spiral.,"['Gabriel C. Brown, ', 'Erin Mathews, ', 'Ashleigh Ball, ', 'Andrea Libman']",710
Les de l'hoquei,(20192020),TV-MA,50 min,"Drama, Sport",6.9,"Seven young roller hockey players and their new coach will fight to save the female section of Club Pati Minerva, while trying to find their place, both inside and outside the team.","['Iria del Ro, ', 'Nora Navas, ', 'Natlia Barrientos, ', 'Dlia Brufau']",457
Hotel Transylvania: The Series,(20172020),TV-Y7,21 min,"Animation, Comedy, Family",5.4,A TV adaptation of the 2012 feature film 'Hotel Transylvania.',"['Bryn McAuley, ', 'Evany Rosen, ', 'Gage Munroe, ', 'Joseph Motiki']",743
7Seeds,(20192020),TV-MA,25 min,"Animation, Action, Adventure",6.3,"In the immediate future, a giant meteorite has collided with earth. All living organisms, including mankind, have been wiped off the face of the planet. The government, who had foreseen ...                See full summary","['Alejandro Saab, ', 'Jad Saxton, ', 'Scott Gibbs, ', 'Amber Lee Connors']","1,459"
Hollywood Darlings,(20172018),TV-PG,21 min,Comedy,6.6,"Childhood stars and friends Jodie Sweetin (Full House (1987), Christine Lakin (Step by Step (1991) and Beverley Mitchell (7th Heaven (1996) play exaggerated versions of themselves in their ...                See full summary","['Beverley Mitchell, ', 'Jodie Sweetin, ', 'Christine Lakin, ', 'Brandon Breault']",537
Team Kaylie,(20192020),TV-PG,,Comedy,4.2,A wealthy teenager tries to prove herself after she's forced outside of her comfort zone.,"['Alison Fernandez, ', 'Bryana Salaz, ', 'Symera Jackson, ', 'Elie Samouhi']",359
Knights of Sidonia,(20142015),TV-MA,,"Animation, Action, Adventure",7.7,"A thousand years after the destruction of Earth by gigantic aliens called Gauna, mankind is living on massive spaceships. One of these space ships is Sidonia, which is protected by large pilot controlled exosuits called Gardes.","['Pete Sepenuk, ', 'Ryta saka, ', 'Takahiro Sakurai, ', 'Aya Suzaki']","4,394"
Rabbids Invasion,(20132019),TV-Y7,21 min,"Animation, Comedy, Family",5.3,"The Rabbids from Ubisoft's ""Raving Rabbids"""" video game series star in their own television series.""","['Bill Farmer, ', 'Debi Derryberry, ', 'Ian James Corlett, ', 'Jack Angel']","1,975"
InuYasha: The Final Act,(20092010),TV-14,24 min,"Animation, Action, Adventure",8.5,"InuYasha's story draws to a close but not before finding Naraku and the Sacred Jewel, and facing new enemies and new dangers.","['Kappei Yamaguchi, ', 'Satsuki Yukino, ', 'Kumiko Watanabe, ', 'Kji Tsujitani']","3,102"
Mobile Suit Gundam Unicorn,(20102014),TV-PG,,"Animation, Action, Drama",7.7,"A conspiracy around Laplace's Box is potentially going to start another war between the Earth Federation and Neo Zeon. Chosen by fate, Banagher Links gets the key to the box, and must follow his heart to decide what to do with it.","[""Colleen O'Shaughnessey"," """""
Dinotrux,(20152017),TV-Y7-FV,23 min,"Animation, Short, Action",6.7,"Animals like the Craneosauraus, Garbageadon and Tyrannosaurus Trux (part dinosaurs and part truck) exist in a fictional prehistoric era.","['Andrew Francis, ', 'Richard Ian Cox, ', 'Ashleigh Ball, ', 'Brian Drummond']",468
Barbie Dreamhouse Adventures,(20182020),TV-Y,22 min,"Animation, Comedy, Family",6.7,Get to know Barbie and her BFFs -- including next-door neighbor Ken -- in this animated vlog of adventures filmed inside her family's new dreamhouse.,"['America Young, ', 'Cassidy Naber, ', 'Kirsten Day, ', 'Cassandra Lee Morris']",555
Inspector Gadget,(20152018),TV-Y7,22 min,"Animation, Action, Adventure",4.5,"When Dr. Claw returns, Inspector Gadget is brought out of retirement to defeat him again, now with Penny and Brain's open participation.","['Ivan Sherry, ', 'Tara Strong, ', 'Martin Roach, ', 'Scott McCord']",638
Dawn of the Croods,(20152017),TV-Y7,23 min,"Animation, Short, Adventure",5.8,"Eep, Grug, Thunk, Ugga, Sandy and Gran are back. Follow them as they meet new friends, outrun new creatures and encounter ""firsts"""" the world has never seen - such as school", slumber parties," hiccups and elections."""
Fastest Car,(20182019),TV-MA,45 min,"Documentary, Reality-TV",7.1,"In a quarter mile drag race, drivers of exotic supercars go up against sleeper cars built and modified by dedicated gearheads.","['Elias, ', 'Lisa Clark, ', 'Sammy Maloof, ', 'Hannah Maloof']","1,351"
Can You Hear Me,(20182021),TV-MA,30 min,"Comedy, Drama",7.7,"-'M'entends-tu?' is a dramatic comedy that plunges us into the unusual daily life of Ada, Fabiola and Carolanne, three long-time friends from the midst of poverty.","['ve Landry, ', 'Florence Longpr, ', 'Mlissa Bdard, ', 'Pascale Renaud-Hbert']",726
Prince of Peoria,(20182019),TV-Y7,25 min,"Comedy, Family",5.9,"Story of a wealthy prince who travels to the US to live as an exchange student. While living in anonymity, the prince strikes up an unlikely friendship.","['Gavin Lewis, ', 'Theodore Barnes, ', 'Cynthia Kaye McWilliams, ', 'Shelby Simmons']",492
Terrace House,(20152016),TV-14,30 min,"Drama, Reality-TV",8.1,"Six men and women who start as strangers live together under one roof for the summer. No script, new episode released each week.","['You, ', 'Reina Triendl, ', 'Yoshimi Tokui, ', 'Azusa Babazono']","1,692"
LoliRock,(20142017),TV-Y,26 min,"Animation, Action, Adventure",7.2,"LoliRock follows the journey of young Iris, a spirited teenage girl with a beautiful voice and an unending desire to help others. When Iris joins the girl group LoliRock, her life is ...                See full summary","['Kazumi Evans, ', 'Kelly Sheridan, ', 'Vincent Tong, ', 'Ashleigh Ball']",472
Archibald's Next Big Thing,(20192020),TV-Y7,24 min,"Animation, Short, Adventure",7.5,The adventures of a care-free Chicken named Archibald.,"['Tony Hale, ', 'Rosamund Pike, ', 'Kari Wahlgren, ', 'Chelsea Kane']",293
Re: Mind,(20172018),TV-MA,30 min,"Mystery, Thriller",4.9,11 Japanese school girls awaken bound to the floor of a dining room and must discover why they are there and how they can escape.,"['Mirei Sasaki, ', 'Sarina Ushio, ', 'Mei Higashimura, ', 'Ayaka Takamoto']","1,635"
Patriot Act with Hasan Minhaj,(20182020),TV-MA,25 min,"Comedy, News, Talk-Show",8.3,"In this weekly show, the former Daily Show correspondent Hasan Minhaj brings his unique comedic voice and storytelling skill to explore the larger grim trends shaping our fragmented world.","['Hasan Minhaj, ', 'Joyelle Johnson, ', 'Arnab Goswami, ', 'Andrew Yang']","7,378"
Kore wa Zombie desu ka?,(20112012),TV-MA,25 min,"Animation, Action, Comedy",6.9,Ayumu has no pulse and very little luck. He was murdered by a serial killer and has been brought back to life. Sort of. He has come back as a zombie in servitude to the cute necromancer who...                See full summary,"['Cherami Leigh, ', 'Austin Tindle, ', 'Jad Saxton, ', 'Junji Majima']","1,764"
Where on Earth Is Carmen Sandiego?,(19941999),TV-Y7,21 min,"Animation, Action, Adventure",7.2,"The world famous thief, Carmen Sandiego, plays an intricate game of cat and mouse with teen ACME detectives, Zack and Ivy.","['Rodger Bumpass, ', 'Jennifer Hale, ', 'Scott Menville, ', 'Dierk Torsek']","1,993"
Cloudy with a Chance of Meatballs,(20172018),TV-Y7,30 min,"Animation, Adventure, Comedy",3.3,"Prequel to the 2009 film, with inventor boy Flint Lockwood and reporter girl Sam Sparks as best friends during high school.","['Mark Robert Edwards, ', 'Katie Griffin, ', 'Sen Cullen, ', 'David Berni']",774
Queen Sono,(20202021),TV-MA,43 min,"Action, Crime, Drama",6.0,A drama about a secret agent who fights crime while dealing with crises in her personal life.,"['Pearl Thusi, ', 'Vuyo Dabula, ', 'Sechaba Morojele, ', 'Chi Mhende']","1,262"
Ore no imouto ga konna ni kawaii wake ga nai,(20102013),TV-14,25 min,"Animation, Comedy, Drama",6.4,"After years of resentment, a teenage girl begins warming up to her older brother when he discovers her secret hobbies.","['Yichi Nakamura, ', 'Ayana Taketatsu, ', 'Kana Hanazawa, ', 'Satomi Sato']","1,535"
Scare Tactics,(20032013),TV-14,,"Comedy, Horror, Reality-TV",6.7,"The show, just the latest in a string of ""reality based programming"""" will feature """"Candid Camera"""" like stunts inspired by scenes from Science fiction television programs and movies. The """"...                See full summary""","['Shannen Doherty, ', 'Lauren Ash, ', 'Sarah Colonna, ', 'Travis Draft']","2,531"
Sugar Rush,(20182020),TV-PG,55 min,"Game-Show, Reality-TV",7.0,"A baking competition with 4 teams, 3 rounds, 2 cakes and 1 winner of $10,000.","['Hunter March, ', 'Adriano Zumbo, ', 'Candace Nelson, ', 'Colin Hanks']","1,560"
Super Why!,(20072016),TV-Y,30 min,"Animation, Family",6.0,A group of characters who live at a library turn into superheroes and then go into books; using early reading skills to save the day. They later use a problem from the story one of them faced and apply it to their own lives.,"['Tajja Isen, ', 'Siera Florindo, ', 'Zachary Bloch, ', 'Nicholas Castel Vanderburgh']",911
Further Tales of the City,(20012002),TV-MA,180 min,"Drama, Mystery, Romance",7.6,"This third installment to ""Tales of the City"""" finds Mary Ann Singleton struggling to advance in her new career as a TV personality"," while Michael Tolliver is playing the field after his ...                See full summary""","['Olympia Dukakis, ', 'Paul Hopkins, ', 'Laura Linney, ', 'Barbara Garrick']"
Smile PreCure!,(20122013),TV-PG,24 min,"Animation, Action, Adventure",6.2,"Once upon a time, there was a kingdom of fairy tales called ""Mrchenland""""", where many fairy tale characters live together in joy. Suddenly," the evil emperor Pierrot made an invasion on ...                See full summary"""
Beat Bugs,(20162018),TV-Y,24 min,"Animation, Short, Adventure",7.6,"The adventures of a gang of kid bugs in a residential backyard, set to the music of The Beatles.","['Ashleigh Ball, ', 'Charles Demers, ', 'Rebecca Husain, ', 'Erin Mathews']",526
Borderline,(20162017),TV-14,30 min,Comedy,7.1,"Retro-scripted, spoof documentary series following the work of UK Border Force staff at the fictional Northend Airport. Narrated by Ralf Little.","['Ralf Little, ', 'Jamie Michie, ', 'Liz Kingsman, ', 'David Avery']","1,547"
Alphablocks,(20102021),TV-Y,5 min,Animation,8.0,"Learning ABCs and spelling with 26 personifications of the letters of the alphabet, each with their own quirks.","['Teresa Gallagher, ', 'David Holt, ', 'Lizzie Waterworth']",75
Cek Toko Sebelah: The Series,(20182019),TV-14,22 min,Comedy,7.7,"The series takes place when Erwin (Ernest Prakasa) takes charge of the family store. After working at the store for a week, Erwin felt like he needed to adjust the condition and environment of the store.","['Ernest Prakasa, ', 'Yusril Fahriza, ', 'Andi Awwe Wijaya, ', 'Adjis Doaibu']",145
Angry Birds Stella,(20142016),TV-Y7,6 min,Animation,7.2,"Stella - the fierce and feisty bird from Angry Birds - joins her best friends Dahlia, Poppy, Willow and Luca for some fun new adventures! Together they explore, create, rock out and laugh.....                See full summary","['Helj Heikkinen, ', 'Saara Lehtonen, ', 'Rinna Paatso, ', 'Paula Vesala']",109
Turbo FAST,(20132016),TV-Y7,23 min,"Animation, Action, Adventure",6.3,Indy 500 champion Turbo and his friends race other species and battle enemies in the snail populated world of Starlight City.,"['Reid Scott, ', 'Mike Bell, ', 'John Eric Bentley, ', 'Grey Griffin']",622
Zumbo's Just Desserts,(20162020),TV-14,52 min,Reality-TV,6.9,Amateur Australian chefs compete to impress patisserie chef Adriano Zumbo with their sweet creations. Those who don't fit the brief go head to head in the 'Zumbo test' to replicate his unique desserts.,"['Gigi Falanga, ', 'Rachel Khoo, ', 'Adriano Zumbo']","2,199"
Home: Adventures with Tip & Oh,(20162018),TV-Y7,23 min,"Animation, Short, Adventure",6.0,"Picking up where the 2015 film left off, this coming-of-age buddy comedy follows fearless Tip and overenthusiastic Oh, as they navigate the crazily combined human and alien culture they live in, finding adventure everywhere they go.","['Rachel Crow, ', 'Mark Whitten, ', 'Ana Ortiz, ', 'Ron Funches']",617
Pinky Malinky,(20182019),TV-Y7,12 min,"Animation, Comedy, Family",5.5,"This fly-on-the wall reality show follows the life of Pinky, an infectiously positive hot dog living in the human world.","['Danny Jacobs, ', 'Lucas Grabeel, ', 'Nathan Kress, ', 'Diamond White']","1,061"
Llama Llama,(20182019),TV-Y,24 min,"Animation, Adventure, Family",6.1,"The adventures of Llama Llama and his mom, Mama Llama.","['Jennifer Garner, ', 'Islie Hirvonen, ', 'Brenden Sunderland, ', 'Evans Johnson']",274
Kipper,(19972000),TV-Y,47 min,"Animation, Short, Comedy",7.0,"In this charming collection of tales, the curious Kipper explores the attic, goes fishing with Tiger, finds a magical umbrella, takes a trip to the seaside, receives a visitor in the night and more.","['Martin Clunes, ', 'Chris Lang, ', 'Julia Sawalha, ', 'Tom Attenborough']",967
